"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"CC","GO:0062023","collagen-containing extracellular matrix",331,0.519193762970815,1.92345763707194,0.00014760147601476,0.00014760147601476,0.030535238587589,4806,"tags=24%, list=17%, signal=20%","Krt1/Fga/Kng1/Hrg/Ambp/Pzp/Fgg/Plg/Fgb/Dmbt1/F2/Serpinf2/Ahsg/Thbs4/Mbl2/Lad1/Hapln1/Itih1/Itih3/Col11a1/Serpine1/Adamts17/Cpn2/Itih2/Rell2/Adamts8/Reln/Serpinc1/Tgm3/Alb/Frem2/Ncan/Col9a3/Postn/Col10a1/Col12a1/Col8a1/Fbn2/Tnc/Timp1/Col6a2/Col6a3/Adamts4/Col11a2/Emilin1/Col6a1/Vcan/Prelp/Impg2/Gpc6/Clec14a/Fbn1/Bgn/Nav2/Vwf/Eln/Mfap4/Tgm4/Lrrc15/Loxl2/Papln/Mmrn1/Zg16/Ache/Lox/Aspn/Muc4/Coch/Col4a2/Tinag/Mmrn2/Serpinf1/Serpina3k/Reg2/S100a3/Col22a1/Col28a1/Gpc1"
"BP","GO:0045861","negative regulation of proteolysis",306,0.500960150953179,1.84479606784732,0.000148787382829936,0.000148787382829936,0.030535238587589,3288,"tags=16%, list=11%, signal=14%","Kng1/Mug1/Hrg/Ambp/Pzp/F2/Fabp1/Serpinf2/Serpind1/Serpina1c/Mug2/Ahsg/Tm4sf20/Itih1/Spink10/Itih3/Pbk/Serpina1e/Birc5/Serpine1/Serpina1d/Itih2/Serpina11/Cpb2/Serpina5/Serpinb1b/Csta1/Serpina10/Serpinc1/Serpina16/Fetub/Serpina1b/Serpina3i/Serpina3a/Serpina1a/Wfdc3/Serpina6/Il1r2/Acp4/Timp1/Fcmr/Ctla2a/Epha4/Prkcg/Pbp2/Birc7/Cd44/Serpini1"
"CC","GO:0005819","spindle",270,0.546907157394112,1.99372999405956,0.000150806816468104,0.000150806816468104,0.030535238587589,3601,"tags=20%, list=12%, signal=17%","Dcdc2a/Cenpf/Ska1/Ckap2l/Cenpe/Tpx2/Birc5/Sgo1/Kif23/Cdk1/Aspm/Psrc1/Prc1/Kif11/Kif18b/Kif14/Kifc1/Fam83d/Ccnb1/Racgap1/Dlgap5/Kntc1/Plk1/Kif20a/Kif20b/Cdca8/Knstrn/Espl1/Ect2/Kif22/Umod/Nek2/Aunip/Nusap1/Aurkb/Spdl1/Ska3/Ttk/Aurka/Cdk5rap2/Cdc7/Mad2l1/Cdc6/Kifc5b/Bub1b/Nedd9/Cdc25b/Incenp/Tacc3/Mapk15/Fbxo5/Spag5/Gpsm2"
"BP","GO:0140014","mitotic nuclear division",247,0.557252842280433,2.01559106495369,0.000152508769254232,0.000152508769254232,0.030535238587589,4143,"tags=25%, list=14%, signal=21%","Nuf2/Cenpe/Tpx2/Birc5/Sgo1/Kif23/Mki67/Psrc1/Kif11/Kif18b/Kif2c/Ncapg/Kif4/Kif14/Kifc1/Ccnb1/Ncaph/Ndc80/Racgap1/Il1b/Cdc20/Bub1/Cit/Plk1/Kif20b/Cdca8/Knstrn/Espl1/Cdca5/Kif22/Ube2c/Nek2/Nusap1/Aurkb/Spdl1/Ttk/Mybl2/Aurka/Epgn/Cdk5rap2/Mtbp/Smc2/Mad2l1/Cdc6/Kifc5b/Bub1b/Incenp/Tacc3/Nsl1/Sphk1/Gen1/Ereg/Fbxo5/Dscc1/Chek1/Spag5/Bora/Haspin/Rcc1/Misp/Ncapd2"
"BP","GO:0000819","sister chromatid segregation",175,0.558034042792841,1.94692389233709,0.000156715248393669,0.000156715248393669,0.030535238587589,4143,"tags=27%, list=14%, signal=24%","Nuf2/Cenpe/Birc5/Sgo1/Kif23/Psrc1/Kif18b/Kif2c/Ncapg/Top2a/Kif4/Kif14/Esco2/Ccnb1/Ncaph/Ndc80/Racgap1/Cdc20/Bub1/Cit/Plk1/Sgo2a/Cdca8/Knstrn/Espl1/Cdca5/Kif22/Nek2/Nusap1/Aurkb/Spdl1/Ttk/Cdk5rap2/Smc2/Mad2l1/Cdc6/Bub1b/Incenp/Tacc3/Nsl1/Gen1/Mapk15/Fbxo5/Dscc1/Spag5/Hormad2/Haspin/Ncapd2"
"MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",179,0.565987178580802,1.98063467780476,0.000156715248393669,0.000156715248393669,0.030535238587589,3524,"tags=24%, list=12%, signal=21%","Cyp3a25/Cyp2d10/Cyp2c29/Akr1c6/Cyp2c50/Cyp4a12a/Cyp2c54/Cyp3a11/Cyp2c67/Cyp2j5/Cyp4a12b/Cyp2d26/Cyp2d9/Cyp2c68/Tph2/Pah/Cyp1a2/Cyp2c37/Akr1c21/Cyp2d34/Cyp2b9/Tyrp1/Akr1d1/Cyp3a13/Cyp2c70/Cyp2a5/Cyp21a1/Cyp2a12/Cyp4a14/Cyp8b1/P4ha3/Cyp2c23/Bbox1/Cyp4f14/Cyp2c40/Cyp11a1/Cyp2b10/Nos2/Moxd1/Cyp39a1/Pcbd1/Akr1c14/Cyp17a1"
"BP","GO:0007051","spindle organization",165,0.569583773810296,1.97513401321399,0.00015802781289507,0.00015802781289507,0.030535238587589,4118,"tags=21%, list=14%, signal=18%","Nuf2/Cenpe/Tpx2/Birc5/Stil/Kif23/Aspm/Psrc1/Kif11/Kif4/Kifc1/Stmn1/Ccnb1/Ndc80/Racgap1/Cdc20/Plk1/Spc25/Knstrn/Espl1/Nek2/Aunip/Aurkb/Mybl2/Aurka/Kifc5b/Tacc3/Mapk15/Fbxo5/Spag5/Gpsm2/Bora/Rcc1/Misp"
"BP","GO:0007599","hemostasis",156,0.58951695521684,2.0324974772825,0.000158428390367554,0.000158428390367554,0.030535238587589,1136,"tags=14%, list=4%, signal=14%","Fga/Kng1/Hrg/C9/Fgg/Plg/Fgb/F2/Serpinf2/Serpind1/Apoh/F13b/Proc/Serpine1/Klkb1/S100a9/Cpb2/F12/F9/Serpina10/Serpinc1/Hnf4a"
"BP","GO:0050817","coagulation",156,0.589178398208877,2.03133022287444,0.000158428390367554,0.000158428390367554,0.030535238587589,1136,"tags=14%, list=4%, signal=14%","Fga/Kng1/Hrg/C9/Fgg/Plg/Fgb/F2/Serpinf2/Serpind1/Apoh/F13b/Proc/Serpine1/Klkb1/S100a9/Cpb2/F12/F9/Serpina10/Serpinc1/Hnf4a"
"MF","GO:0004866","endopeptidase inhibitor activity",160,0.560325991653894,1.93641850069067,0.000158553987632789,0.000158553987632789,0.030535238587589,4802,"tags=31%, list=17%, signal=26%","Kng1/Mug1/Hrg/Ambp/Pzp/Serpinf2/Serpind1/Serpina1c/Mug2/Ahsg/Itih1/Spink10/Itih3/Serpina1e/Birc5/Serpine1/Serpina1d/Itih2/Serpina11/Serpina5/Serpinb1b/Csta1/Serpina10/Serpinc1/Serpina16/Fetub/Serpina1b/Serpina3i/Serpina3a/Serpina1a/Wfdc3/Stfa2l1/Serpina6/Timp1/Pbp2/Birc7/Serpini1/Hc/Tfpi2/Cd27/Papln/Serpina3g/Lxn/Serpinb1c/Serpinf1/Serpina3k/Serpinb9b/Col28a1/Ngf"
"BP","GO:0007596","blood coagulation",154,0.590795688676227,2.03232545130652,0.000158780565258812,0.000158780565258812,0.030535238587589,1136,"tags=14%, list=4%, signal=14%","Fga/Kng1/Hrg/C9/Fgg/Plg/Fgb/F2/Serpinf2/Serpind1/Apoh/F13b/Proc/Serpine1/Klkb1/S100a9/Cpb2/F12/F9/Serpina10/Serpinc1/Hnf4a"
"BP","GO:0000070","mitotic sister chromatid segregation",142,0.653124483915637,2.22600778150609,0.000159974404095345,0.000159974404095345,0.030535238587589,3593,"tags=29%, list=12%, signal=25%","Nuf2/Cenpe/Birc5/Sgo1/Kif23/Psrc1/Kif18b/Kif2c/Ncapg/Kif4/Kif14/Ccnb1/Ncaph/Ndc80/Racgap1/Cdc20/Bub1/Cit/Plk1/Cdca8/Knstrn/Espl1/Cdca5/Kif22/Nek2/Nusap1/Aurkb/Spdl1/Ttk/Cdk5rap2/Smc2/Mad2l1/Cdc6/Bub1b/Incenp/Tacc3/Nsl1/Gen1/Fbxo5/Dscc1/Spag5"
"MF","GO:0046906","tetrapyrrole binding",140,0.628050943221986,2.13731175896324,0.000160590974787217,0.000160590974787217,0.030535238587589,3661,"tags=29%, list=13%, signal=25%","Ambp/Cyp3a25/Cyp2d10/Cyp2c29/Cyp2c50/Cyp4a12a/Cyp2c54/Cyp3a11/Cyp2c67/Cyp2j5/Cyp2d26/Cyp2d9/Cyp2c68/Hpx/Cyp1a2/Cyp2c37/Cyp2d34/Cyp4f15/Cyp2b9/Cyp3a13/Cyp2c70/Cyp2a5/Cyp21a1/Cyp2a12/Tdo2/Ido2/Cyp4a14/Cyp8b1/Cyp2c23/Cyp4f14/Mb/Cyp2c40/Cyp11a1/Cyp2b10/Nos2/Cyp39a1/Hba-a1/Cyp17a1/Hba-a2/Cubn"
"CC","GO:0030496","midbody",138,0.642859847537011,2.18285944681324,0.000160978750804894,0.000160978750804894,0.030535238587589,1890,"tags=15%, list=7%, signal=14%","Cenpf/Cenpe/Birc5/Kif23/Cdk1/Aspm/Psrc1/Prc1/Cep55/Kif4/Kif14/Racgap1/Cit/Plk1/Kif20a/Kif20b/Cdca8/Ect2/Nek2/Aurkb/Crmp1"
"BP","GO:0061041","regulation of wound healing",135,0.586938839035898,1.98729613233699,0.000161812297734628,0.000161812297734628,0.030535238587589,1014,"tags=13%, list=3%, signal=12%","Fga/Kng1/Hrg/Fgg/Plg/Fgb/F2/Serpinf2/Apoh/Proc/Serpine1/Klkb1/S100a9/Cpb2/Ccl2/F12/Serpinc1"
"CC","GO:0000776","kinetochore",132,0.639143527380239,2.15727699329112,0.000162074554294976,0.000162074554294976,0.030535238587589,3241,"tags=26%, list=11%, signal=23%","Cenpf/Ska1/Nuf2/Cenpe/Cenpm/Birc5/Sgo1/Knl1/Kif2c/Ccnb1/Mis18bp1/Ndc80/Bub1/Cenpa/Kntc1/Plk1/Sgo2a/Spc25/Knstrn/Cenpi/Nek2/Aurkb/Spdl1/Ska3/Ttk/Cenpq/Zwilch/Mtbp/Mad2l1/Cenpu/Bub1b/Incenp/Cenpn/Nsl1"
"MF","GO:0020037","heme binding",132,0.633246581709543,2.1373732554277,0.000162074554294976,0.000162074554294976,0.030535238587589,3597,"tags=30%, list=12%, signal=26%","Ambp/Cyp3a25/Cyp2d10/Cyp2c29/Cyp2c50/Cyp4a12a/Cyp2c54/Cyp3a11/Cyp2c67/Cyp2j5/Cyp2d26/Cyp2d9/Cyp2c68/Hpx/Cyp1a2/Cyp2c37/Cyp2d34/Cyp4f15/Cyp2b9/Cyp3a13/Cyp2c70/Cyp2a5/Cyp21a1/Cyp2a12/Tdo2/Ido2/Cyp4a14/Cyp8b1/Cyp2c23/Cyp4f14/Mb/Cyp2c40/Cyp11a1/Cyp2b10/Nos2/Cyp39a1/Hba-a1/Cyp17a1/Hba-a2"
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis",133,0.639846981736333,2.16239464945869,0.000162258640272595,0.000162258640272595,0.030535238587589,4118,"tags=26%, list=14%, signal=23%","Nuf2/Cenpe/Sapcd2/Tpx2/Birc5/Stil/Kif23/Psrc1/Kif11/Kif4/Kifc1/Stmn1/Ccnb1/Ndc80/Racgap1/Cdc20/Cenpa/Insc/Plk1/Spc25/Nek2/Nusap1/Aurkb/Spdl1/Mybl2/Aurka/Cdk5rap2/Mad2l1/Kifc5b/Dynlt1b/Tacc3/Gpsm2/Bora/Rcc1/Misp"
"MF","GO:0004497","monooxygenase activity",119,0.632535035256497,2.10791287950517,0.000162919517758227,0.000162919517758227,0.030535238587589,3524,"tags=34%, list=12%, signal=30%","Cyp3a25/Cyp2d10/Cyp2c29/Akr1c6/Cyp2c50/Cyp4a12a/Cyp2c54/Cyp3a11/Cyp2c67/Cyp2j5/Cyp4a12b/Cyp2d26/Cyp2d9/Cyp2c68/Tph2/Pah/Cyp1a2/Cyp2c37/Akr1c21/Cyp2d34/Cyp2b9/Tyrp1/Akr1d1/Cyp3a13/Cyp2c70/Cyp2a5/Cyp21a1/Cyp2a12/Cyp4a14/Cyp8b1/Cyp2c23/Cyp4f14/Cyp2c40/Cyp11a1/Cyp2b10/Nos2/Moxd1/Cyp39a1/Pcbd1/Akr1c14/Cyp17a1"
"CC","GO:0072686","mitotic spindle",106,0.630429404919399,2.06414426119035,0.000164962058726493,0.000164962058726493,0.030535238587589,3601,"tags=26%, list=12%, signal=23%","Dcdc2a/Ska1/Ckap2l/Cenpe/Tpx2/Kif23/Cdk1/Aspm/Kif11/Kif18b/Kifc1/Fam83d/Racgap1/Kif20b/Knstrn/Espl1/Ect2/Kif22/Nusap1/Aurkb/Aurka/Cdk5rap2/Cdc7/Mad2l1/Kifc5b/Tacc3/Spag5/Gpsm2"
"BP","GO:0007052","mitotic spindle organization",105,0.644603698774788,2.10703073184111,0.000165234633179114,0.000165234633179114,0.030535238587589,4118,"tags=26%, list=14%, signal=22%","Nuf2/Cenpe/Tpx2/Birc5/Stil/Kif23/Psrc1/Kif11/Kif4/Kifc1/Stmn1/Ccnb1/Ndc80/Racgap1/Cdc20/Plk1/Spc25/Nek2/Aurkb/Mybl2/Aurka/Kifc5b/Tacc3/Gpsm2/Bora/Rcc1/Misp"
"BP","GO:1900046","regulation of hemostasis",78,0.711537865273316,2.22737697889937,0.000167644593461861,0.000167644593461861,0.030535238587589,1014,"tags=21%, list=3%, signal=20%","Fga/Kng1/Hrg/Fgg/Plg/Fgb/F2/Serpinf2/Apoh/Proc/Serpine1/Klkb1/S100a9/Cpb2/F12/Serpinc1"
"BP","GO:0050818","regulation of coagulation",80,0.71139785461083,2.2349685155952,0.000167982529816899,0.000167982529816899,0.030535238587589,1014,"tags=20%, list=3%, signal=19%","Fga/Kng1/Hrg/Fgg/Plg/Fgb/F2/Serpinf2/Apoh/Proc/Serpine1/Klkb1/S100a9/Cpb2/F12/Serpinc1"
"BP","GO:0030193","regulation of blood coagulation",77,0.716810042669049,2.23819818492889,0.000168180289270098,0.000168180289270098,0.030535238587589,1014,"tags=21%, list=3%, signal=20%","Fga/Kng1/Hrg/Fgg/Plg/Fgb/F2/Serpinf2/Apoh/Proc/Serpine1/Klkb1/S100a9/Cpb2/F12/Serpinc1"
"CC","GO:0005876","spindle microtubule",55,0.712902584203214,2.10075848409064,0.00017343045438779,0.00017343045438779,0.030535238587589,1933,"tags=25%, list=7%, signal=24%","Ska1/Cenpe/Tpx2/Birc5/Cdk1/Psrc1/Kif11/Kif18b/Kntc1/Plk1/Nusap1/Aurkb/Ska3/Aurka"
"BP","GO:0090303","positive regulation of wound healing",52,0.745343155413984,2.17583391052789,0.000173520735727919,0.000173520735727919,0.030535238587589,2990,"tags=25%, list=10%, signal=22%","Hrg/Plg/F2/Serpinf2/Apoh/Serpine1/S100a9/Cpb2/Ccl2/F12/Duox1/Sox15/F2r"
"MF","GO:0008395","steroid hydroxylase activity",58,0.726564910049232,2.1602450330174,0.000173671413685307,0.000173671413685307,0.030535238587589,1842,"tags=38%, list=6%, signal=36%","Cyp3a25/Cyp2d10/Cyp2c29/Cyp2c50/Cyp2c54/Cyp3a11/Cyp2c67/Cyp2j5/Cyp2d26/Cyp2d9/Cyp2c68/Cyp1a2/Cyp2c37/Cyp2d34/Cyp2b9/Cyp3a13/Cyp2c70/Cyp2a5/Cyp21a1/Cyp2a12/Cyp8b1/Cyp2c23"
"BP","GO:0031638","zymogen activation",50,0.727038064827418,2.11004191520157,0.000173731758165393,0.000173731758165393,0.030535238587589,881,"tags=22%, list=3%, signal=21%","Fga/Fgg/Fgb/Serpinf2/Apoh/Cuzd1/Serpine1/Klkb1/Cpb2/F12/F9"
