"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"MF","GO:0030414","peptidase inhibitor activity",167,-0.508694276158146,-1.79800905293466,0.000259201658890617,0.000259201658890617,0.27041261010663,2617,"tags=17%, list=9%, signal=16%","Spink12/Serpina3f/Wfikkn1/Cst7/Serpina1e/Serpinb6c/Serpinb6e/Serpina3a/Serpina12/Pbp2/Ltf/Wfdc6b/Pcsk1n/Eppin/Wfdc8/Spink10/Serpinb7/Spink5/Stfa1/Serpina16/Spink8/Spint3/Wfdc15b/Cstdc5/Tfap2b/Stfa3/Wfdc13/Serpina1f/Spink11"
"MF","GO:0061135","endopeptidase regulator activity",167,-0.49694743962792,-1.75648918645571,0.000259201658890617,0.000259201658890617,0.27041261010663,2617,"tags=17%, list=9%, signal=15%","Spink12/Serpina3f/Wfikkn1/Cst7/Serpina1e/Serpinb6c/Serpinb6e/Serpina3a/Serpina12/Pbp2/Ltf/Wfdc6b/Pcsk1n/Eppin/Wfdc8/Spink10/Serpinb7/Spink5/Stfa1/Serpina16/Spink8/Spint3/Cstdc5/Tfap2b/Stfa3/Wfdc13/Serpina1f/Spink11"
"MF","GO:0004866","endopeptidase inhibitor activity",160,-0.504880068317569,-1.77547369667126,0.000259268861809697,0.000259268861809697,0.27041261010663,2617,"tags=18%, list=9%, signal=16%","Spink12/Serpina3f/Wfikkn1/Cst7/Serpina1e/Serpinb6c/Serpinb6e/Serpina3a/Serpina12/Pbp2/Ltf/Wfdc6b/Pcsk1n/Eppin/Wfdc8/Spink10/Serpinb7/Spink5/Stfa1/Serpina16/Spink8/Spint3/Cstdc5/Tfap2b/Stfa3/Wfdc13/Serpina1f/Spink11"
"MF","GO:0061134","peptidase regulator activity",198,-0.485971067363537,-1.75168920154732,0.000263643553915107,0.000263643553915107,0.27041261010663,2617,"tags=15%, list=9%, signal=13%","Spink12/Serpina3f/Wfikkn1/Cst7/Serpina1e/Serpinb6c/Serpinb6e/Serpina3a/Serpina12/Pbp2/Ltf/Wfdc6b/Pcsk1n/Eppin/Wfdc8/Spink10/Serpinb7/Spink5/Stfa1/Serpina16/Spink8/Spint3/Wfdc15b/Cstdc5/Tfap2b/Stfa3/Wfdc13/Serpina1f/Spink11"
"CC","GO:0098798","mitochondrial protein complex",255,-0.455529268170823,-1.68848338326569,0.000278164116828929,0.000278164116828929,0.27041261010663,11784,"tags=71%, list=41%, signal=43%","Ndufa5/Mrpl14/Tomm5/Ndufb3/Nsun3/Mrps26/Mrpl13/Mrps31/Ndufa7/Mrpl45/Mrpl35/Uqcrc1/Mrps12/Ndufa11/Apool/Atp5d/Ndufs7/Mrpl46/Ndufb4/Pdk1/Ndufb8/Ndufc1/Bckdk/Ndufs5/Mrpl10/Ndufc2/Uqcrfs1/Ndufs3/Afg3l2/Mfn1/Ndufb2/Mrpl48/Atp5b/Ndufa4/Atp5h/Ndufs4/Smdt1/Agk/Sdhc/Afg3l1/Ndufa9/Mrpl39/Mrpl1/Clpx/Uqcrh/Mrpl11/Mrps36/Mrpl9/Atp5l/Timm17b/Timm9/Micu1/Hadha/Trmt10c/Sdha/Timm29/Mrps2/Etfdh/Mrps5/Ndufb7/Dnajc11/ND3/Romo1/Ndufs2/Ndufa13/Mrpl17/Mrpl54/Mrpl57/Ndufb9/Mrpl40/Atp5c1/Pmpca/Timm10b/Vdac1/Mrps18a/Mrpl16/Mrpl37/Mpv17l2/Ndufaf1/Ndufa12/Dnajc15/Pmpcb/Ndufv3/Mrps11/Mtx1/Mrps25/Timm21/Mrpl2/Mrpl4/Mrpl43/Mrps7/Prorp/Uqcrb/Suclg1/Sdhd/Ankzf1/Dlat/Ndufs1/Atp5j/Atp5g2/Mrpl18/Mrpl41/Atp5k/Mrpl51/Timm13/Atp5mpl/Mrpl58/Grpel2/Sdhb/Atp5a1/Mrps34/Mrps17/Atp5o/Micos13/Ndufv2/Mrpl49/Mrpl42/Supv3l1/Mrps28/Atp5g3/Atp5md/Cyc1/Ndufb1-ps/Mrps15/Ndufb10/Grpel1/Malsu1/AA467197/Ndufab1/Tomm22/Samm50/Ndufa8/Ndufa10/Mrpl30/Mrps18b/Tomm70a/Cox5a/Mrpl53/Mrps30/Mrpl55/Mrpl21/Mrpl47/Atp5pb/Tomm6/Timm50/Ndufb6/Uqcrc2/Dnajc19/Immp2l/Mrpl20/Mrpl15/Immp1l/Mrps10/Chchd6/Mrps16/Mrpl12/Mtx2/Ppif/Apoo/Tomm40/Immt/Pnpt1/Mrpl50/Mrps18c/Mrps35/Mrps22/Mrpl3/Timm22/Chchd3/Timm10b/Timm23/Tomm40l/Mrps14/Mcub/Timm17a/Mrpl32/Tomm20/Timm10/Dmac2/Mief1/Polrmt/Mrpl19"
"BP","GO:1900378","positive regulation of secondary metabolite biosynthetic process",8,-0.916981972498009,-1.81638139054798,0.000448329970858552,0.000448329970858552,0.323168299277514,109,"tags=38%, list=0%, signal=37%","Appl1/Pmel/Tyrp1"
"BP","GO:0048021","regulation of melanin biosynthetic process",11,-0.903780754610393,-1.93607662906702,0.0004510599909788,0.0004510599909788,0.323168299277514,373,"tags=27%, list=1%, signal=27%","Slc24a5/Pmel/Tyrp1"
"BP","GO:1900376","regulation of secondary metabolite biosynthetic process",12,-0.902317556633156,-1.97978464256891,0.000451875282422052,0.000451875282422052,0.323168299277514,373,"tags=25%, list=1%, signal=25%","Slc24a5/Pmel/Tyrp1"
"BP","GO:0043455","regulation of secondary metabolic process",15,-0.867518452109662,-1.99009250478991,0.000456933973040896,0.000456933973040896,0.323168299277514,373,"tags=20%, list=1%, signal=20%","Slc24a5/Pmel/Tyrp1"
"BP","GO:0048066","developmental pigmentation",52,-0.638756766391861,-1.91297320935839,0.000469704086425552,0.000469704086425552,0.323168299277514,1523,"tags=33%, list=5%, signal=31%","Adamts9/Hps1/Mlph/Rab38/Kit/Ihh/Rab27a/Lef1/Edn3/Oca2/Cited1/Dct/Sox10/Slc24a5/Slc45a2/Pax3/Tyrp1"
"BP","GO:0046148","pigment biosynthetic process",51,-0.689191302588764,-2.0559431951208,0.000471253534401508,0.000471253534401508,0.323168299277514,1523,"tags=20%, list=5%, signal=19%","Sox2/Oca2/Tyr/Cited1/Dct/Slc24a5/Slc45a2/Pmel/Tyrp1/Mc1r"
"CC","GO:0005882","intermediate filament",75,-0.593002703865572,-1.87884185506027,0.000487567040468064,0.000487567040468064,0.323168299277514,2720,"tags=15%, list=9%, signal=13%","Prph/Krt14/Krt32/Krt77/Dsp/Krt20/Krt6a/Krt15/Krt17/Krt1/Krt5"
"CC","GO:0044391","ribosomal subunit",186,-0.447588527702143,-1.60285768326336,0.000524109014675052,0.000524109014675052,0.332285115303983,11995,"tags=76%, list=41%, signal=45%","Mrps6/Mrpl33/Mrpl22/Rpl36/Rpl22/Rps19/Rps27/Mrpl14/Nsun3/Mrps26/Mrpl13/Mcts1/Mrps31/Mrpl45/Mrpl35/Mrps12/Rps13/Mrpl46/Rps8/Rpl7/Rpl38/Rpl8/Rps24/Mrpl10/Rps12/Rps20/Rps4x/Mcts2/Mrpl48/Rpl17/Rpl39/Rpl28/Rpl24/Mrpl39/Mrpl1/Rpsa/Rps16/Mrpl11/Rack1/Mrps36/Mrpl9/Rps2/Rps11/Rps3/Rpl18/Rpl13a/Rpl27a/Rpl21/Rps21/Rpl26/Rpl29/Mrps2/Rpl10a/Rps27a/Mrps5/Rpl19/Rps18/Rpl9/Mrpl17/Mrpl54/Mrpl57/Rps23/Rpl7l1/Mrpl40/Fau/Rpl4/Rpl3/Mrps18a/Mrpl16/Mrpl37/Rpl27/Mpv17l2/Rpl32/Rpl23a/Rpl30/Larp4/Rpl14/Rplp2/Rpl7a/Rps25/Mrps11/Mrps25/Rps29/Mrpl2/Rpl35/Mrpl4/Mrpl43/Mrps7/Rpl23/Rsl24d1/Rps7/Rpl6/Mrpl18/Mrpl41/Rpl11/Mrpl51/Mrpl58/Npm1/Rps6/Mrps34/Mrps17/Rpl15/Mrpl49/Rps26/Mrpl42/Rps15a/Mrps28/Rpl13/Mrps15/Malsu1/Ndufab1/Rbm3/Mrpl30/Mrps18b/Rpl5/Mrpl53/Mrps30/Mrpl55/Mrpl21/Mrpl47/Zcchc17/Mrpl20/Mrpl15/Mrps10/Mrps16/Mrpl12/Rpl31/Eif2a/Surf6/Mrpl50/Mrps18c/Mrps35/Mrps22/Mrpl3/Mrps14/Rpl22l1/Mrpl32/Mief1/Mrpl19/Rpl10l/Rpl3l/Rpl39l"
"CC","GO:0042599","lamellar body",11,-0.885657101520784,-1.89725218962071,0.0006765899864682,0.0006765899864682,0.411084799278304,363,"tags=27%, list=1%, signal=27%","Klk7/Krtdap/Spink5"
"BP","GO:1904058","positive regulation of sensory perception of pain",8,0.894109409993888,1.71930830235968,0.00072189135535102,0.00072189135535102,0.421064789749143,1235,"tags=25%, list=4%, signal=24%","P2rx3/Oprl1"
"BP","GO:0046189","phenol-containing compound biosynthetic process",45,-0.653053895346959,-1.91051391798467,0.000937207122774133,0.000937207122774133,0.525629010165093,4107,"tags=36%, list=14%, signal=31%","Agtr2/Gpr37/Crhr2/Gata3/Moxd1/Hand2/Dao/Oca2/Tyr/Cited1/Dct/Slc24a5/Slc45a2/Pmel/Tyrp1/Mc1r"
"BP","GO:0000070","mitotic sister chromatid segregation",142,0.472790329489907,1.58431986112843,0.000990589400693413,0.000990589400693413,0.534991653367087,8558,"tags=35%, list=29%, signal=25%","Sgo1/Cenpe/Ccnb1/Cdc6/Kif18b/Nuf2/Psrc1/Kif14/Cdca5/Cit/Plk1/Cdc20/Nusap1/Kif2c/Fbxo5/Ncaph/Birc5/Gen1/Bub1/Incenp/Knstrn/Kif22/Espl1/Kif4/Kif23/Cdca8/Racgap1/Spag5/Cdt1/Ankrd53/Smc2/Ttk/Ncapg/Aurkb/Nsl1/Nek2/Terf1/Cdk5rap2/Ndc80/Smc4/Haspin/Spdl1/Bub1b/Mad2l1/Pogz/Ncapd2/Tacc3/Dscc1/Anapc15/Ncapd3"
"MF","GO:0005201","extracellular matrix structural constituent",135,0.472288342106498,1.57469071554216,0.00115855676928169,0.00115855676928169,0.603359814630917,9921,"tags=53%, list=34%, signal=35%","Dmbt1/Thbs4/Col10a1/Col11a1/Fbn2/Tectb/Hmcn1/Col11a2/Impg2/Tecta/Mfap4/Col22a1/Reln/Fgg/Sspo/Col8a1/Col2a1/Fga/Eln/Lama5/Postn/Col1a1/Col16a1/Col6a5/Emid1/Mfap2/Col1a2/Vwf/Emilin1/Tnc/Vcan/Col4a6/Fgb/Fbln2/Col28a1/Spon1/Col7a1/Fras1/Prg2/Slit2/Hapln1/Col9a3/Spock2/Col14a1/Fbln5/Agrn/Prelp/Mfap5/Lama1/Col3a1/Thbs1/Aspn/Vwa1/Lamb3/Bgn/Col4a5/Hspg2/Col4a4/Lamb2/Fbn1/Igfbp6/Fn1/Lum/Efemp2/Fbln1/Col9a2/Lama2/Col8a2/Igfbp7/Mmrn2/Col5a2/Sparc"
"CC","GO:0042470","melanosome",30,-0.70992076106784,-1.91241772424319,0.00137520055008022,0.00137520055008022,0.668439147375659,6938,"tags=63%, list=24%, signal=48%","Rab32/Rab1a/Myo7a/Stx3/Mreg/Gchfr/Mlph/Sytl2/Sytl1/Rab38/Rab27a/Gpr143/Rab17/Oca2/Tyr/Dct/Pmel/Tyrp1/Mlana"
"CC","GO:0048770","pigment granule",30,-0.70992076106784,-1.91241772424319,0.00137520055008022,0.00137520055008022,0.668439147375659,6938,"tags=63%, list=24%, signal=48%","Rab32/Rab1a/Myo7a/Stx3/Mreg/Gchfr/Mlph/Sytl2/Sytl1/Rab38/Rab27a/Gpr143/Rab17/Oca2/Tyr/Dct/Pmel/Tyrp1/Mlana"
"MF","GO:0003777","microtubule motor activity",81,0.537120083288316,1.66888839047461,0.00151821862348178,0.00151821862348178,0.687214289080541,3878,"tags=28%, list=13%, signal=25%","Kif6/Dnah7a/Klc3/Dnah10/Dnah14/Dnah6/Cenpe/Dnah8/Dync1i1/Kif28/Kif18b/Kif14/BC048507/Kifc1/Kif2c/Dnah2/Kif11/Kif17/Kif26a/Kif20a/Kif22/Kif4/Kif23"
"BP","GO:0051781","positive regulation of cell division",70,0.555316307256192,1.68642649794084,0.00153478854024557,0.00153478854024557,0.687214289080541,4393,"tags=24%, list=15%, signal=21%","Ereg/Thbs4/Il1a/Cdc6/Cxcr5/Kif14/Ect2/Htr2b/Cit/Prok1/Fgf9/Tgfa/Kif23/Cdc25b/Opn1mw/Racgap1/Il1b"
"BP","GO:0048023","positive regulation of melanin biosynthetic process",7,-0.918903470716398,-1.75581667478999,0.0015552099533437,0.0015552099533437,0.687214289080541,109,"tags=43%, list=0%, signal=43%","Appl1/Pmel/Tyrp1"
"CC","GO:0045095","keratin filament",20,-0.768447550899989,-1.88525049833901,0.00160329821346771,0.00160329821346771,0.687626310258414,602,"tags=35%, list=2%, signal=34%","Krt4/Krt73/Krt14/Krt77/Krt6a/Krt1/Krt5"
"MF","GO:0004857","enzyme inhibitor activity",330,-0.374687397825658,-1.42424098914025,0.00171135196805476,0.00171135196805476,0.71299812566213,2617,"tags=10%, list=9%, signal=9%","Spink12/Serpina3f/Wfikkn1/Cst7/Serpina1e/Serpinb6c/Tesc/Oaz3/Serpinb6e/Dgki/1300017J02Rik/Serpina3a/Serpina12/Pbp2/Ltf/Wfdc6b/Pcsk1n/Eppin/Wfdc8/Spink10/Serpinb7/Spink5/Stfa1/Serpina16/Spink8/Spint3/Wfdc15b/Cstdc5/Tfap2b/Stfa3/Wfdc13/Serpina1f/Spink11"
"BP","GO:0010466","negative regulation of peptidase activity",206,-0.408014995502934,-1.47852988750535,0.00185824263339527,0.00185824263339527,0.752691502226942,2617,"tags=12%, list=9%, signal=11%","Spink12/Serpina3f/Wfikkn1/Cst7/Serpina1e/Serpinb6c/Serpinb6e/Serpina3a/Serpina12/Pbp2/Ltf/Rag1/Wfdc6b/Pcsk1n/Eppin/Wfdc8/Spink10/Serpinb7/Spink5/Stfa1/Serpina16/Spink8/Wfdc13/Serpina1f/Spink11"
"BP","GO:0070914","UV-damage excision repair",13,-0.816104101135285,-1.82036790359334,0.00203712086917157,0.00203712086917157,0.802845851736753,11,"tags=15%, list=0%, signal=15%","Ino80/Mc1r"
"BP","GO:0048669","collateral sprouting in absence of injury",4,-0.959086583596747,-1.60270372814224,0.00240017455814968,0.00240017455814968,0.904444692543386,352,"tags=75%, list=1%, signal=74%","Cobl/App/Wnt3"
"MF","GO:0097110","scaffold protein binding",71,-0.554124287802114,-1.74149252973805,0.00241896468311563,0.00241896468311563,0.904444692543386,21,"tags=6%, list=0%, signal=6%","Cacna1h/Dsp/Krt15/Krt5"
"MF","GO:1905056","calcium-transporting ATPase activity involved in regulation of presynaptic cytosolic calcium ion concentration",3,-0.977920855209852,-1.53114559462862,0.00256465056636033,0.00256465056636033,0.93494336396666,66,"tags=67%, list=0%, signal=67%","Atp2b2/Atp2b3"
"CC","GO:0005840","ribosome",219,-0.399551713525407,-1.45550929065041,0.00297136682874122,0.00297136682874122,1,11698,"tags=71%, list=40%, signal=43%","Nsun3/Mrps26/Mrpl13/Larp1/Mcts1/Mrps31/Ndufa7/Mrpl45/Mrpl35/Mrps12/Rps13/Mrpl46/Rps8/Rpl7/Rpl38/Rpl8/Rps24/Mrpl10/Rps12/Rps20/Rps4x/Mcts2/Mrpl48/Rpl17/Rpl39/Rpl28/Rpl24/Mrpl39/Mrpl1/Aurkaip1/Rpsa/Rps16/Mrpl11/Rack1/Mrps36/Mrpl9/Rps2/Rps11/Btf3/Eif3h/Rps3/Rpl18/Rpl13a/Rpl27a/Rpl21/Rps21/Rpl26/Rpl29/Mrps2/Abcf1/Eif2ak3/Rpl10a/Rps27a/Mrps5/Rpl19/Rps18/Rpl9/Mrpl17/Mrpl54/Mrpl57/Rps23/Rpl7l1/Mrpl40/Fau/Rpl4/Rpl3/Mrps18a/Mrpl16/Mrpl37/Rpl27/Mpv17l2/Rpl32/Ppargc1a/Rpl23a/Rpl30/Larp4/Rpl14/Rplp2/Rpl7a/Nufip1/Rps25/Mrps11/Mrps25/Rps29/Mrpl2/Rpl35/Mrpl4/Mrpl43/Mrps7/Rpl23/Rsl24d1/Rps7/Rpl6/Mrpl18/Mrpl41/Rpl11/Mrpl51/Mrpl58/Npm1/Rps6/Mrps34/Hspa14/Mrps17/Rpl15/Eif2ak4/Mrpl49/Rps26/Mrpl42/Rps15a/Mrps28/Rpl13/Mrps15/Malsu1/Ndufab1/Rbm3/Larp4b/Mrpl30/Mrps18b/Mtg2/Rpl5/Mrpl53/Mrps30/Mrpl55/Mrpl21/Mrpl47/Chchd1/Mrps33/Ptcd3/Zcchc17/Mtg1/Mrpl20/Mrpl15/Mrps10/Mrps16/Mrpl12/Rpl31/Eif2a/Surf6/Pnpt1/Mrpl50/Mrps18c/Mrps35/Mrps22/Mrpl3/Mrps14/Rpl22l1/Apod/Mrpl32/Hspa14/Mief1/Mrpl19/Rpl10l/Elavl4/Rpl3l/Rpl39l"
"CC","GO:0000776","kinetochore",132,0.45414049787083,1.51293905795113,0.00313324538258575,0.00313324538258575,1,7633,"tags=28%, list=26%, signal=21%","Sgo1/Cenpm/Cenpe/Ccnb1/Dync1i1/Nuf2/Mis18bp1/Kntc1/Plk1/Sgo2a/Cenpa/Ska1/Kif2c/Knl1/Birc5/Bub1/Incenp/Knstrn/Cenph/Ska3/Cenpf/Cenpq/Spag5/Cenpi/Zwilch/Cdt1/Ttk/Aurkb/Nsl1/Nek2/Cenpn/Spc25/Cenpv/Ndc80/Spdl1/Bub1b/Mad2l1"
"BP","GO:0002181","cytoplasmic translation",80,-0.517975513777021,-1.65607911703644,0.00343389747363257,0.00343389747363257,1,11382,"tags=74%, list=39%, signal=45%","Cpeb3/Rpl38/Drg1/Drg2/Rpl8/Tma7/Mcts2/Dph3/Rpl17/Rpl39/Rbm4/Rpl24/Rpsa/Cpeb1/Rps2/Rwdd1/Rpl18/Gspt1/Rpl13a/Rps21/Rpl26/Rpl29/Rpl10a/Rpl19/Rpl9/Rps23/Eif2s3y/Eif3a/Aars/Rpl30/Eif3m/Dph2/Rps29/Rpl6/Eif2s3x/Eif3d/Rpl11/Hspa14/Rpl15/Rps26/Dhx36/Cnbp/Dph1/Zc3h15/Eif5/Zfp385a/Etf1/Ythdf2/Eif2s2/Rpl31/Dph5/Cpeb2/Eif4a1/Denr/Fmr1/Dph7/Dph6/Hspa14/Rbm24"
"CC","GO:0005876","spindle microtubule",55,0.564765418670734,1.64688414458227,0.00345303867403315,0.00345303867403315,1,6076,"tags=35%, list=21%, signal=27%","Misp/Cenpe/Kif18b/Psrc1/Kntc1/Plk1/Cdk1/Nusap1/Ska1/Kif11/Birc5/Capn6/Neil2/Ccsap/Ska3/Spag5/Aurka/Aurkb/Tpx2"
"BP","GO:0140014","mitotic nuclear division",247,0.398006786027485,1.41920963573735,0.00360840916222152,0.00360840916222152,1,7633,"tags=26%, list=26%, signal=20%","Misp/Ereg/Il1a/Sgo1/Cenpe/Ccnb1/Cdc6/Kif18b/Nuf2/Psrc1/Kif14/Cdca5/Cit/Plk1/Cdc20/Nusap1/Kifc1/Kif2c/Fbxo5/Mki67/Ncaph/Kif11/Birc5/Gen1/Klhdc8b/Mybl2/Bub1/Incenp/Knstrn/Tgfa/Kif22/Espl1/Ccsap/Kif4/Kif23/Cdca8/Racgap1/Fgfr3/Il1b/Spag5/Ube2c/Cdt1/Ankrd53/Aurka/Smc2/Bora/Ttk/Ncapg/Aurkb/Tpx2/Nsl1/Kif20b/Nek2/Terf1/Cdk5rap2/Chek2/Chek1/Ndc80/Smc4/Haspin/Spdl1/Btc/Bub1b/Bmp4/Mad2l1"
"CC","GO:0000313","organellar ribosome",90,-0.505717203823161,-1.65029020471183,0.00390815828041036,0.00390815828041036,1,11995,"tags=80%, list=41%, signal=47%","Mrps6/Mrpl33/Mrpl22/Mrpl14/Nsun3/Mrps26/Mrpl13/Mrps31/Ndufa7/Mrpl45/Mrpl35/Mrps12/Mrpl46/Mrpl10/Mrpl48/Mrpl39/Mrpl1/Mrpl11/Mrps36/Mrpl9/Mrps2/Mrps5/Mrpl17/Mrpl54/Mrpl57/Mrpl40/Mrps18a/Mrpl16/Mrpl37/Mpv17l2/Mrps11/Mrps25/Mrpl2/Mrpl4/Mrpl43/Mrps7/Mrpl18/Mrpl41/Mrpl51/Mrpl58/Mrps34/Mrps17/Mrpl49/Mrpl42/Mrps28/Mrps15/Malsu1/Ndufab1/Mrpl30/Mrps18b/Mtg2/Mrpl53/Mrps30/Mrpl55/Mrpl21/Mrpl47/Chchd1/Mtg1/Mrpl20/Mrpl15/Mrps10/Mrps16/Mrpl12/Mrpl50/Mrps18c/Mrps35/Mrps22/Mrpl3/Mrps14/Mrpl32/Mief1/Mrpl19"
"CC","GO:0005761","mitochondrial ribosome",90,-0.505717203823161,-1.65029020471183,0.00390815828041036,0.00390815828041036,1,11995,"tags=80%, list=41%, signal=47%","Mrps6/Mrpl33/Mrpl22/Mrpl14/Nsun3/Mrps26/Mrpl13/Mrps31/Ndufa7/Mrpl45/Mrpl35/Mrps12/Mrpl46/Mrpl10/Mrpl48/Mrpl39/Mrpl1/Mrpl11/Mrps36/Mrpl9/Mrps2/Mrps5/Mrpl17/Mrpl54/Mrpl57/Mrpl40/Mrps18a/Mrpl16/Mrpl37/Mpv17l2/Mrps11/Mrps25/Mrpl2/Mrpl4/Mrpl43/Mrps7/Mrpl18/Mrpl41/Mrpl51/Mrpl58/Mrps34/Mrps17/Mrpl49/Mrpl42/Mrps28/Mrps15/Malsu1/Ndufab1/Mrpl30/Mrps18b/Mtg2/Mrpl53/Mrps30/Mrpl55/Mrpl21/Mrpl47/Chchd1/Mtg1/Mrpl20/Mrpl15/Mrps10/Mrps16/Mrpl12/Mrpl50/Mrps18c/Mrps35/Mrps22/Mrpl3/Mrps14/Mrpl32/Mief1/Mrpl19"
