"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"BP","GO:0045861","negative regulation of proteolysis",306,-0.546990320335638,-2.02723566937028,0.000197199763360284,0.000197199763360284,0.0365417360194379,2817,"tags=17%, list=10%, signal=15%","Lef1/Serpina1b/Kng2/Serpina1a/Fmr1/Fetub/Serpinb6e/Serpina3f/Serpinb6c/Serpinc1/Il10/Serpina11/Pbk/Ltf/Serpina5/Rag1/Birc5/Eppin/Serpina10/Spink8/Pcsk1n/Serpine1/Pbp2/Cpb2/Serpina3a/Serpinf2/Serpina1d/Spink5/Serpinb7/Itih3/Ahsg/Wfdc8/Itih1/Cdh1/Stfa1/Serpina1e/Fabp1/Serpina1c/Mug2/F2/Ambp/Serpind1/Pzp/Serpina16/Kng1/Hrg/Mug1/Wfdc13/Spink10/Serpina1f/Spink11"
"MF","GO:0061980","regulatory RNA binding",41,0.72884109059639,2.05813513202324,0.000197511356903022,0.000197511356903022,0.0365417360194379,1123,"tags=17%, list=4%, signal=16%","Trim71/Mov10l1/Piwil4/Tex19.1/Pou5f1/Lin28a/Sox2"
"BP","GO:0051346","negative regulation of hydrolase activity",355,-0.46869686847697,-1.75573099961372,0.000198491464867011,0.000198491464867011,0.0365417360194379,2817,"tags=15%, list=10%, signal=13%","Lef1/Gzma/Efcab1/Serpina1b/Kng2/Serpina1a/Fetub/Serpinb6e/Serpina3f/Map2/Serpinb6c/Knl1/Serpinc1/Serpina11/Ltf/Serpina5/Rag1/Birc5/Eppin/Serpina10/Spink8/Pcsk1n/Serpine1/Pbp2/Serpina3a/Serpinf2/Serpina1d/Spink5/Serpinb7/Itih3/Apoa2/Ahsg/Wfdc8/Itih1/Apoa1/Stfa1/Serpina1e/Fabp1/Serpina1c/Mug2/Ambp/Serpind1/Pzp/Serpina16/Kng1/Rgn/Hrg/Mug1/Wfdc13/Spink10/Serpina1f/Spink11"
"MF","GO:0061134","peptidase regulator activity",198,-0.617564686688539,-2.19290312770627,0.000198491464867011,0.000198491464867011,0.0365417360194379,2817,"tags=25%, list=10%, signal=22%","Lef1/Serpina1b/Kng2/Serpina1a/Fetub/Hc/Serpinb6e/Serpina3f/Serpinb6c/Serpinc1/Serpina11/Ltf/Serpina5/Birc5/Eppin/Serpina10/Spink8/Pcsk1n/Serpine1/Pbp2/Serpina3a/Serpinf2/Serpina1d/Spink5/Serpinb7/Itih3/Ahsg/Wfdc8/Itih1/Stfa1/Serpina1e/Serpina1c/Spint3/Mug2/Wfdc15b/Ambp/Serpind1/Pzp/Cstdc5/Serpina16/Tfap2b/Kng1/Stfa3/Hrg/Mug1/Wfdc13/Spink10/Serpina1f/Spink11"
"BP","GO:0031047","gene silencing by RNA",102,0.693858164976298,2.28727083798465,0.000198649185538339,0.000198649185538339,0.0365417360194379,2621,"tags=17%, list=9%, signal=15%","Trim71/Mov10l1/Tdrd1/Fkbp6/Piwil4/Mael/Asz1/Ddx4/Pou5f1/Lin28a/Lin28b/Tdrd9/Tert/Mir7-1/Bmp4/Tdrd12/Piwil2"
"BP","GO:0061045","negative regulation of wound healing",70,-0.648314790001476,-2.01050707596028,0.000198649185538339,0.000198649185538339,0.0365417360194379,707,"tags=24%, list=2%, signal=24%","Cdkn1a/Kng2/F11/Adamts18/F12/Serpine1/Cpb2/Serpinf2/Apoh/Proc/Fgg/F2/Fgb/Plg/Kng1/Hrg/Fga"
"BP","GO:0007127","meiosis I",106,0.559751860292868,1.85506904362162,0.000198688654877806,0.000198688654877806,0.0365417360194379,3319,"tags=28%, list=11%, signal=25%","Dmrt1/Mov10l1/Sycp1/Meioc/Mael/Tex19.1/M1ap/Shoc1/Ddx4/Tex11/Mei1/Dmrtc2/Hormad1/Tex15/Stag3/Tex12/Dmc1/Tdrd9/Syce1l/Ankrd31/Gm960/Syce2/Morc2b/Ccnb1ip1/Btbd18/Piwil2/Meiob/Spata22/Majin/Rad51c"
"MF","GO:0030414","peptidase inhibitor activity",167,-0.648140987957423,-2.25752974581399,0.000198688654877806,0.000198688654877806,0.0365417360194379,2817,"tags=29%, list=10%, signal=27%","Lef1/Serpina1b/Kng2/Serpina1a/Fetub/Hc/Serpinb6e/Serpina3f/Serpinb6c/Serpinc1/Serpina11/Ltf/Serpina5/Birc5/Eppin/Serpina10/Spink8/Pcsk1n/Serpine1/Pbp2/Serpina3a/Serpinf2/Serpina1d/Spink5/Serpinb7/Itih3/Ahsg/Wfdc8/Itih1/Stfa1/Serpina1e/Serpina1c/Spint3/Mug2/Wfdc15b/Ambp/Serpind1/Pzp/Cstdc5/Serpina16/Tfap2b/Kng1/Stfa3/Hrg/Mug1/Wfdc13/Spink10/Serpina1f/Spink11"
"BP","GO:0042742","defense response to bacterium",201,-0.47942134882686,-1.70526588200235,0.000198688654877806,0.000198688654877806,0.0365417360194379,3720,"tags=21%, list=13%, signal=18%","9530003J23Rik/Defb20/Pglyrp1/Defb29/Leap2/Mpo/Ifng/Lbp/Defb50/Nos2/Tnfsf8/Chga/Il10/Havcr2/Hamp2/Ltf/Raet1a/Defb2/Krt6a/Defb39/Cd4/Mbl1/Arg2/Serpine1/Klk7/Fpr2/Spink5/Defb12/Defb42/Hamp/Mbl2/Defb11/AY761185/Spag11a/Defb43/Defb37/Muc5b/Wfdc15b/F2/Fgb/Defb30/Fga"
"MF","GO:0061135","endopeptidase regulator activity",167,-0.642430834691869,-2.23764080021472,0.000198688654877806,0.000198688654877806,0.0365417360194379,2817,"tags=29%, list=10%, signal=26%","Lef1/Serpina1b/Kng2/Serpina1a/Fetub/Hc/Serpinb6e/Serpina3f/Serpinb6c/Serpinc1/Serpina11/Ltf/Serpina5/Birc5/Eppin/Serpina10/Spink8/Pcsk1n/Serpine1/Pbp2/Serpina3a/Serpinf2/Serpina1d/Spink5/Serpinb7/Itih3/Ahsg/Wfdc8/Itih1/Stfa1/Serpina1e/Serpina1c/Spint3/Mug2/Ambp/Serpind1/Pzp/Cstdc5/Serpina16/Tfap2b/Kng1/Stfa3/Hrg/Mug1/Wfdc13/Spink10/Serpina1f/Spink11"
"CC","GO:0062023","collagen-containing extracellular matrix",331,-0.428581479931601,-1.59665056168418,0.000198728139904611,0.000198728139904611,0.0365417360194379,2978,"tags=13%, list=10%, signal=12%","Tinag/Col6a3/Col17a1/Ache/Col6a1/Kng2/Adamts8/Reln/Thbs4/Col6a2/Alb/Mmrn1/Col9a3/Lrrc15/Rell2/Serpinc1/Col12a1/Tnr/Cpn2/Ncan/Frem2/Adamts17/Zp3/Tgm3/Lad1/Serpine1/Serpinf2/Acan/Hapln1/Itih3/Ahsg/Itih1/Mbl2/Fgg/F2/Ambp/Fgb/Plg/Pzp/Kng1/Hrg/Fga/Krt1"
"BP","GO:0010466","negative regulation of peptidase activity",206,-0.586692648661117,-2.09157559255141,0.000198767640628106,0.000198767640628106,0.0365417360194379,2817,"tags=22%, list=10%, signal=20%","Lef1/Serpina1b/Kng2/Serpina1a/Fetub/Serpinb6e/Serpina3f/Serpinb6c/Serpinc1/Serpina11/Ltf/Serpina5/Rag1/Birc5/Eppin/Serpina10/Spink8/Pcsk1n/Serpine1/Pbp2/Serpina3a/Serpinf2/Serpina1d/Spink5/Serpinb7/Itih3/Ahsg/Wfdc8/Itih1/Stfa1/Serpina1e/Fabp1/Serpina1c/Mug2/Ambp/Serpind1/Pzp/Serpina16/Kng1/Hrg/Mug1/Wfdc13/Spink10/Serpina1f/Spink11"
"MF","GO:0004857","enzyme inhibitor activity",330,-0.540152606043044,-2.01146516292004,0.000198846689202625,0.000198846689202625,0.0365417360194379,2817,"tags=18%, list=10%, signal=16%","Cdkn1a/Lef1/Serpina1b/Kng2/Serpina1a/Fetub/Hc/Dgki/Serpinb6e/Serpina3f/Serpinb6c/Serpinc1/Pkib/2810408A11Rik/Serpina11/F13b/Ltf/Serpina5/Birc5/Gckr/Eppin/Serpina10/1300017J02Rik/Spink8/Pcsk1n/Serpine1/Pbp2/Ppp1r14bl/Serpina3a/Serpinf2/Serpina1d/Spink5/Serpinb7/Itih3/Apoa2/Ahsg/Wfdc8/Itih1/Apoa1/Stfa1/Serpina1e/Serpina1c/Spint3/Mug2/Wfdc15b/Ambp/Serpind1/Pzp/Cstdc5/Serpina16/Tfap2b/Kng1/Stfa3/Hrg/Mug1/Wfdc13/Spink10/Serpina1f/Spink11"
"BP","GO:0042440","pigment metabolic process",64,-0.652367032196134,-1.99517835245866,0.000198886237072395,0.000198886237072395,0.0365417360194379,1288,"tags=14%, list=4%, signal=13%","Tyr/Dct/Hpx/Slc24a5/Pmel/Cyp2a5/Mc1r/Slc45a2/Tyrp1"
"BP","GO:0016458","gene silencing",161,0.554899194161516,1.94350389152976,0.000198925800676348,0.000198925800676348,0.0365417360194379,2621,"tags=11%, list=9%, signal=10%","Trim71/Mov10l1/Tdrd1/Fkbp6/Piwil4/Mael/Asz1/Ddx4/Pou5f1/Lin28a/Lin28b/Tdrd9/Tert/H3c6/Mir7-1/Bmp4/Tdrd12/Piwil2"
"BP","GO:0032102","negative regulation of response to external stimulus",354,-0.407201968778184,-1.5243245311271,0.000198925800676348,0.000198925800676348,0.0365417360194379,2915,"tags=11%, list=10%, signal=10%","Cdkn1a/Lep/Nlrp6/Kng2/Trim38/Mefv/Hc/F11/Otop1/Il10/Tnr/Havcr2/Pbk/Ltf/Adamts18/Ghsr/Cxcl17/Arg2/Tafa3/F12/Serpine1/Cpb2/Pla2g5/Serpinf2/Fpr2/Spink5/Hamp/Robo2/Apoh/Proc/Apoa1/Fgg/F2/Fgb/Plg/Kng1/Hrg/Fga/Krt1"
"BP","GO:0007140","male meiotic nuclear division",50,0.753988351703812,2.20332495286281,0.000199123855037834,0.000199123855037834,0.0365417360194379,3319,"tags=44%, list=11%, signal=39%","Mov10l1/Meioc/Mael/Asz1/Tex19.1/M1ap/Ddx4/Tex11/Mei1/Dmrtc2/Tex15/Stag3/Spdya/Dmc1/Tdrd9/Dpep3/Rspo1/Tdrd12/Btbd18/Meiob/Fanca/Rad51c"
"MF","GO:0004867","serine-type endopeptidase inhibitor activity",96,-0.703631048502009,-2.28360664337974,0.000199203187250996,0.000199203187250996,0.0365417360194379,2743,"tags=38%, list=9%, signal=34%","Serpina1b/Serpina1a/Serpinb6e/Serpina3f/Serpinb6c/Serpinc1/Serpina11/Serpina5/Eppin/Serpina10/Spink8/Pcsk1n/Serpine1/Pbp2/Serpina3a/Serpinf2/Serpina1d/Spink5/Serpinb7/Itih3/Wfdc8/Itih1/Serpina1e/Serpina1c/Spint3/Mug2/Ambp/Serpind1/Pzp/Serpina16/Hrg/Mug1/Wfdc13/Spink10/Serpina1f/Spink11"
"BP","GO:0019748","secondary metabolic process",63,-0.65513284402714,-1.99731384259021,0.000199203187250996,0.000199203187250996,0.0365417360194379,1288,"tags=17%, list=4%, signal=17%","Tyr/Dct/Cyp2a12/Slc24a5/Cyp1a2/Pmel/Cyp2a5/Akr1c6/Mc1r/Slc45a2/Tyrp1"
"BP","GO:0061982","meiosis I cell cycle process",111,0.549276526329743,1.82931007863656,0.000199242877067145,0.000199242877067145,0.0365417360194379,3319,"tags=28%, list=11%, signal=25%","Dmrt1/Mov10l1/Sycp1/Meioc/Mael/Tex19.1/M1ap/Shoc1/Ddx4/Tex11/Mei1/Dmrtc2/Hormad1/Tex15/Stag3/Tex12/Dmc1/Tdrd9/Syce1l/Ankrd31/Gm960/Syce2/Morc2b/Ccnb1ip1/Btbd18/Piwil2/Meiob/Mapk15/Spata22/Majin/Rad51c"
"BP","GO:1901605","alpha-amino acid metabolic process",177,-0.548097379704251,-1.92125290148914,0.000199401794616152,0.000199401794616152,0.0365417360194379,3295,"tags=18%, list=11%, signal=16%","Gad2/Pipox/Ddah1/Tdh/Nos2/Ass1/Bcat1/Ido1/Baat/Glyat/Ftcd/Dct/Kynu/Arg2/Hnf4a/Gnmt/Ido2/Pah/Iyd/Amdhd1/Hgd/Tph2/Hmgcll1/Agmat/Agxt/Bhmt/Cps1/Uroc1/Otc/Mat1a/Tyrp1"
"MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",179,-0.496154036058051,-1.74128549616843,0.000199441563621859,0.000199441563621859,0.0365417360194379,2290,"tags=17%, list=8%, signal=16%","Cyp8b1/Akr1cl/Cyp2c70/Cyp2j11/Cyp2b9/Cyp2d26/Cyp4a12b/Bbox1/Tyr/Moxd1/Cyp11a1/Akr1d1/Akr1c19/Cyp3a11/Cyp2a12/Cyp2j13/Pah/Cyp2d9/Tph2/Cyp4a12a/Cyp1a2/Cyp2c54/Cyp2a5/Cyp3a25/Cyp2c67/Cyp2j5/Cyp2c29/Cyp2d10/Akr1c6/Cyp2c50/Tyrp1"
"BP","GO:0016441","posttranscriptional gene silencing",77,0.628268491967606,1.98834970003632,0.000199720391451967,0.000199720391451967,0.0365417360194379,2385,"tags=12%, list=8%, signal=11%","Trim71/Mov10l1/Mael/Pou5f1/Lin28a/Lin28b/Tert/Mir7-1/Bmp4"
"BP","GO:0035194","post-transcriptional gene silencing by RNA",76,0.631556962560185,1.99589385190709,0.000199720391451967,0.000199720391451967,0.0365417360194379,2385,"tags=12%, list=8%, signal=11%","Trim71/Mov10l1/Mael/Pou5f1/Lin28a/Lin28b/Tert/Mir7-1/Bmp4"
"BP","GO:0050818","regulation of coagulation",80,-0.651557180586011,-2.05876970448638,0.000200080032012805,0.000200080032012805,0.0365417360194379,707,"tags=21%, list=2%, signal=21%","Kng2/F11/Serpinc1/Adamts18/F12/Serpine1/Cpb2/Serpinf2/Apoh/Proc/Fgg/F2/Fgb/Plg/Kng1/Hrg/Fga"
"BP","GO:0030193","regulation of blood coagulation",77,-0.658303997133871,-2.06699999674205,0.0002002002002002,0.0002002002002002,0.0365417360194379,2716,"tags=22%, list=9%, signal=20%","Kng2/F11/Serpinc1/Adamts18/F12/Serpine1/Cpb2/Serpinf2/Apoh/Proc/Fgg/F2/Fgb/Plg/Kng1/Hrg/Fga"
"CC","GO:0045111","intermediate filament cytoskeleton",114,-0.567321760358534,-1.88370019766484,0.000200280392549569,0.000200280392549569,0.0365417360194379,2954,"tags=14%, list=10%, signal=13%","Krt32/Lmnb1/Padi6/Krt20/S100a8/Nefl/Prph/Dsp/Krt77/Krt28/Krt6a/Slc1a6/Krt15/Krt17/Krt1/Krt5"
"BP","GO:0006304","DNA modification",94,0.573065966687954,1.86695863484325,0.000200320512820513,0.000200320512820513,0.0365417360194379,3355,"tags=16%, list=12%, signal=14%","Mov10l1/Tdrd1/Fkbp6/Piwil4/Mael/Asz1/Ddx4/Tdrd5/Tet1/Morc1/Tdrd9/Tdrd12/Piwil2/Wt1/Dntt"
"BP","GO:0044728","DNA methylation or demethylation",82,0.607213978636775,1.93801529259789,0.000200320512820513,0.000200320512820513,0.0365417360194379,3052,"tags=17%, list=11%, signal=15%","Mov10l1/Tdrd1/Fkbp6/Piwil4/Mael/Asz1/Ddx4/Tdrd5/Tet1/Morc1/Tdrd9/Tdrd12/Piwil2/Wt1"
"BP","GO:1900046","regulation of hemostasis",78,-0.65809566745422,-2.07006502771925,0.000200400801603206,0.000200400801603206,0.0365417360194379,2716,"tags=22%, list=9%, signal=20%","Kng2/F11/Serpinc1/Adamts18/F12/Serpine1/Cpb2/Serpinf2/Apoh/Proc/Fgg/F2/Fgb/Plg/Kng1/Hrg/Fga"
"MF","GO:0004866","endopeptidase inhibitor activity",160,-0.651539961714554,-2.25580748766404,0.000200521355524363,0.000200521355524363,0.0365417360194379,2817,"tags=30%, list=10%, signal=27%","Lef1/Serpina1b/Kng2/Serpina1a/Fetub/Hc/Serpinb6e/Serpina3f/Serpinb6c/Serpinc1/Serpina11/Ltf/Serpina5/Birc5/Eppin/Serpina10/Spink8/Pcsk1n/Serpine1/Pbp2/Serpina3a/Serpinf2/Serpina1d/Spink5/Serpinb7/Itih3/Ahsg/Wfdc8/Itih1/Stfa1/Serpina1e/Serpina1c/Spint3/Mug2/Ambp/Serpind1/Pzp/Cstdc5/Serpina16/Tfap2b/Kng1/Stfa3/Hrg/Mug1/Wfdc13/Spink10/Serpina1f/Spink11"
"BP","GO:0007596","blood coagulation",154,-0.556001508589465,-1.9165126966626,0.000200521355524363,0.000200521355524363,0.0365417360194379,2732,"tags=18%, list=9%, signal=17%","Rab27a/Kng2/F11/Mmrn1/Serpinc1/Gata1/F13b/Adamts18/Gp1bb/Mpig6b/Serpina10/Hnf4a/F12/Serpine1/Cpb2/Serpinf2/Apoh/Proc/F9/Fgg/F2/Fgb/Plg/Serpind1/C9/Kng1/Hrg/Fga"
"BP","GO:0140013","meiotic nuclear division",173,0.517097738091422,1.82499058820319,0.000200762899016262,0.000200762899016262,0.0365417360194379,3319,"tags=25%, list=11%, signal=22%","Dmrt1/Mov10l1/Sycp1/Dazl/Meioc/Mael/Asz1/Tex19.1/M1ap/Shoc1/Ddx4/Tex11/Msx2/Mei1/Dmrtc2/Hormad1/Tex15/Stag3/Spdya/Ereg/Tex12/Spire2/Dmc1/Tdrd9/Syce1l/Ankrd31/Gm960/Syce2/Dpep3/Morc2b/Rspo1/Ccnb1ip1/Tdrd12/Btbd18/Piwil2/Meiob/Fbxo43/Mapk15/Spata22/Hormad2/Fanca/Majin/Rad51c"
"BP","GO:0050819","negative regulation of coagulation",50,-0.73068828340344,-2.13421348865009,0.000200803212851406,0.000200803212851406,0.0365417360194379,707,"tags=28%, list=2%, signal=27%","Adamts18/F12/Serpine1/Cpb2/Serpinf2/Apoh/Proc/Fgg/F2/Fgb/Plg/Kng1/Hrg/Fga"
"BP","GO:1900047","negative regulation of hemostasis",50,-0.734649873210301,-2.14578460398661,0.000200803212851406,0.000200803212851406,0.0365417360194379,707,"tags=28%, list=2%, signal=27%","Adamts18/F12/Serpine1/Cpb2/Serpinf2/Apoh/Proc/Fgg/F2/Fgb/Plg/Kng1/Hrg/Fga"
"BP","GO:0042737","drug catabolic process",129,-0.537644517849893,-1.81387998245679,0.000200883889112093,0.000200883889112093,0.0365417360194379,2228,"tags=22%, list=8%, signal=21%","Mpo/Cyp2b23/Pipox/Ache/Dpys/Cpn1/Cyp2c70/Cyp2j11/Cyp2b9/Cyp2d26/Moxd1/Cubn/Cyp2a12/Allc/Cyp2j13/Pah/Cyp2d9/Hgd/Sult1b1/Cyp1a2/Cyp2c54/Cyp2a5/Hao1/Cyp2c67/Cyp2j5/Apoa4/Cyp2c29/Cyp2d10/Cyp2c50"
"BP","GO:0006305","DNA alkylation",67,0.636184142397335,1.96509832838534,0.00020116676725005,0.00020116676725005,0.0365417360194379,3052,"tags=21%, list=11%, signal=19%","Mov10l1/Tdrd1/Fkbp6/Piwil4/Mael/Asz1/Ddx4/Tdrd5/Tet1/Morc1/Tdrd9/Tdrd12/Piwil2/Wt1"
"BP","GO:0006306","DNA methylation",67,0.636184142397335,1.96509832838534,0.00020116676725005,0.00020116676725005,0.0365417360194379,3052,"tags=21%, list=11%, signal=19%","Mov10l1/Tdrd1/Fkbp6/Piwil4/Mael/Asz1/Ddx4/Tdrd5/Tet1/Morc1/Tdrd9/Tdrd12/Piwil2/Wt1"
"CC","GO:0035770","ribonucleoprotein granule",207,0.517691922383687,1.86503176379226,0.00020124773596297,0.00020124773596297,0.0365417360194379,2621,"tags=9%, list=9%, signal=8%","Trim71/Ddx25/Mov10l1/Tdrd1/Piwil4/Igf2bp1/Mael/Asz1/Ina/D1Pas1/Ddx4/Lin28a/Tdrd5/Dync1i1/Tdrd9/Ctsg/Mapt/Nanos3/Piwil2"
